post_time,post_name,post_url
2025-10-11 18:00:00,代理人档案丨琉音,https://zzz.mihoyo.com/news/160139
2025-10-11 12:15:00,丽都有丽事丨凶铃外卖,https://zzz.mihoyo.com/news/160143
2025-10-10 12:00:00,《绝区零》卢西娅角色展示 | 鉴定绳网热门以骸,https://zzz.mihoyo.com/news/160129
2025-10-09 12:00:00,代理人机制介绍丨卢西娅篇,https://zzz.mihoyo.com/news/160110
2025-10-07 12:15:00,「数据悬赏-实战模拟」活动说明,https://zzz.mihoyo.com/news/159947
2025-10-07 12:00:00,生日快乐伊芙琳丨此刻的闪耀,https://zzz.mihoyo.com/news/159979
2025-10-06 12:00:00,月下故事会丨镜花水月,https://zzz.mihoyo.com/news/159973
2025-10-04 12:00:00,生日快乐莱卡恩丨在黎明破晓前,https://zzz.mihoyo.com/news/159972
2025-10-02 12:00:00,「『嗯呢』大寻宝」活动说明,https://zzz.mihoyo.com/news/159946
2025-10-01 12:00:00,《绝区零》2025年10月月历壁纸,https://zzz.mihoyo.com/news/159940
2025-09-30 12:15:00,《云•绝区零》限时福利放送,https://zzz.mihoyo.com/news/159932
2025-09-29 20:25:00,《绝区零》2.3版本「可曾记得梦」前瞻特别节目,https://zzz.mihoyo.com/news/159975
2025-09-29 20:20:00,情报总览丨《绝区零》2.3版本「可曾记得梦」前瞻特别节目,https://zzz.mihoyo.com/news/159971
2025-09-29 20:20:00,《绝区零》2025 FES 动画CM | 丽都闪耀时,https://zzz.mihoyo.com/news/159970
2025-09-29 20:15:00,《绝区零》2.3版本PV | 可曾记得梦,https://zzz.mihoyo.com/news/159967
2025-09-29 20:05:00,《绝区零》先导预告 | 一瞬之光,https://zzz.mihoyo.com/news/159963
2025-09-29 12:00:00,官方企业微信公开测试启动，绑定即领菲林奖励！,https://zzz.mihoyo.com/news/159933
2025-09-28 12:00:00,「惊喜派送中」活动说明,https://zzz.mihoyo.com/news/159922
2025-09-26 18:00:00,《绝区零》2.3版本「可曾记得梦」前瞻特别节目预告,https://zzz.mihoyo.com/news/159844
2025-09-26 12:00:00,「音跃狂潮」活动说明,https://zzz.mihoyo.com/news/159860
2025-09-25 12:00:00,新品情报丨邦布摇摇乐上新 周边限时优惠,https://zzz.mihoyo.com/news/159693
2025-09-24 12:15:00,不要温和地走入那良夜丨2.2版本内容一览（下期）,https://zzz.mihoyo.com/news/159659
2025-09-23 12:15:00,生日快乐丽娜丨不可阻挡,https://zzz.mihoyo.com/news/159607
2025-09-23 12:00:00,《绝区零》奥菲丝&鬼火角色展示 | 枪管过热,https://zzz.mihoyo.com/news/159621
2025-09-22 13:00:00,「问题士兵补习班」活动说明,https://zzz.mihoyo.com/news/159596
2025-09-22 12:45:00,「『嗯呢』从天降」活动说明,https://zzz.mihoyo.com/news/159595
2025-09-22 12:30:00,2.2版本限时频段（下期）,https://zzz.mihoyo.com/news/159594
2025-09-22 12:15:00,茶百道丨绝区零联动PV：在小花田里种呀种呀种,https://zzz.mihoyo.com/news/159598
2025-09-22 12:00:00,茶百道丨绝区零联动KV：小队同行，饮茶先,https://zzz.mihoyo.com/news/159597
2025-09-21 12:00:00,生日快乐柳丨步履不停,https://zzz.mihoyo.com/news/159577
2025-09-19 18:30:00,《绝区零》奥菲丝&鬼火EP《FURYON 狂怒觉醒》现已上架音乐平台,https://zzz.mihoyo.com/news/159573
2025-09-19 18:00:00,代理人机制介绍丨奥菲丝&「鬼火」篇,https://zzz.mihoyo.com/news/159567
2025-09-19 12:00:00,《绝区零》奥菲丝&鬼火EP | FURYON 狂怒觉醒,https://zzz.mihoyo.com/news/159556
2025-09-17 12:00:00,丽都有丽事丨默契大挑战！,https://zzz.mihoyo.com/news/159541
2025-09-16 12:00:00,「先遣赏金-定期清剿」活动说明,https://zzz.mihoyo.com/news/159529
2025-09-11 12:00:00,「激战聚光决胜」活动说明,https://zzz.mihoyo.com/news/159376
2025-09-08 12:15:00,《绝区零》2.2版本角色头像,https://zzz.mihoyo.com/news/159298
2025-09-08 12:00:00,「寻梦瓶游记」活动说明,https://zzz.mihoyo.com/news/159294
2025-09-05 12:00:00,邦布们的说明书丨「墨丘利」,https://zzz.mihoyo.com/news/159217
2025-09-04 11:00:00,不要温和地走入那良夜丨2.2版本内容一览（上期）,https://zzz.mihoyo.com/news/159172
2025-09-04 07:00:00,2.2版本「不要温和地走入那良夜」更新说明,https://zzz.mihoyo.com/news/159174
2025-09-02 18:05:00,「全新放送」活动说明,https://zzz.mihoyo.com/news/159155
2025-09-02 18:00:00,「小邦布勇任防卫军」活动说明,https://zzz.mihoyo.com/news/159153
2025-09-02 12:20:00,「奇花异旅」活动与「席德」代理人秘闻说明,https://zzz.mihoyo.com/news/159151
2025-09-02 12:15:00,新剧情：主线第二季第三章「不要温和地走入那良夜」,https://zzz.mihoyo.com/news/159144
2025-09-02 12:00:00,《绝区零》席德角色PV | 光映无奇事,https://zzz.mihoyo.com/news/159150
2025-08-22 20:10:00,《绝区零》2.2版本「不要温和地走入那良夜」前瞻特别节目,https://zzz.mihoyo.com/news/159850
2025-08-20 12:00:00,《绝区零》2.2版本「不要温和地走入那良夜」前瞻特别节目预告,https://zzz.mihoyo.com/news/159851
2025-07-22 12:15:00,周边展示丨《绝区零》GSC粘土人手办 浅羽悠真,https://zzz.mihoyo.com/news/159692
2025-07-15 18:30:00,《绝区零》浮波柚叶EP《乐园梦游计》现已上架音乐平台,https://zzz.mihoyo.com/news/159555
2025-09-01 18:00:00,2.2版本「商城」上新说明,https://zzz.mihoyo.com/news/159120
2025-09-01 17:00:00,《绝区零》2025年9月月历壁纸,https://zzz.mihoyo.com/news/159131
2025-09-01 12:20:00,生日快乐朱鸢丨平凡和珍贵相同,https://zzz.mihoyo.com/news/159124
2025-09-01 12:15:00,「卓越搭档」上新说明,https://zzz.mihoyo.com/news/159119
2025-09-01 12:10:00,2.2版本限时频段活动（上期）,https://zzz.mihoyo.com/news/159118
2025-09-01 12:05:00,2.2版本「不要温和地走入那良夜」预下载开启&更新通知,https://zzz.mihoyo.com/news/159117
2025-09-01 12:00:00,《绝区零》席德角色展示 | 白色恶魔,https://zzz.mihoyo.com/news/159123
2025-08-31 18:00:00,代理人未归档影像丨「席德」篇,https://zzz.mihoyo.com/news/159114
2025-08-31 12:15:00,唠嗑时间,https://zzz.mihoyo.com/news/159113
2025-08-31 12:00:00,奥波勒斯小队丨驾驶舱一隅,https://zzz.mihoyo.com/news/159112
2025-08-30 18:00:00,代理人机制介绍丨「席德」篇,https://zzz.mihoyo.com/news/159080
2025-08-30 12:15:00,生日快乐爱丽丝丨夏日待续,https://zzz.mihoyo.com/news/159063
2025-08-30 12:00:00,《绝区零》席德动画短片 | 爱，死亡与构造体,https://zzz.mihoyo.com/news/159100
2024-07-04 10:00:00,调频概率公示一览,https://zzz.mihoyo.com/news/123482
2025-08-26 12:05:00,新品情报丨蔬果国度盲盒首发 周边限时优惠,https://zzz.mihoyo.com/news/159019
2025-08-26 12:00:00,「数据悬赏-实战模拟」活动说明,https://zzz.mihoyo.com/news/159016
2025-08-24 12:00:00,代理人档案丨伊德海莉,https://zzz.mihoyo.com/news/159014
2025-08-23 12:45:00,新品情报 | 绒绒邦布系列 毛绒挂件盲盒,https://zzz.mihoyo.com/news/158987
2025-08-23 12:30:00,新品情报 | S.H.Figuarts 绝区零 比利·奇德 可动手办,https://zzz.mihoyo.com/news/158986
2025-08-23 12:15:00,新品情报 | 阵营系列 维多利亚家政 丽娜 1/7手办,https://zzz.mihoyo.com/news/158983
2025-08-23 12:00:00,周边展示丨《绝区零》邦布蔬果国度 迷你盲盒,https://zzz.mihoyo.com/news/158965
2025-08-23 10:30:00,代理人档案丨狛野真斗,https://zzz.mihoyo.com/news/159013
2025-08-23 10:00:00,代理人档案丨卢西娅,https://zzz.mihoyo.com/news/159012
2025-08-22 20:10:00,《绝区零》2.2版本「不要温和地走入那良夜」前瞻特别节目,https://zzz.mihoyo.com/news/159011
2025-08-22 20:05:00,《绝区零》2.2版本PV | 不要温和地走入那良夜,https://zzz.mihoyo.com/news/159003
2025-08-22 20:05:00,情报总览丨《绝区零》2.2版本「不要温和地走入那良夜」前瞻特别节目,https://zzz.mihoyo.com/news/159000
2025-08-20 12:15:00,生日快乐雨果丨这么大的钻石…,https://zzz.mihoyo.com/news/158868
2025-08-20 12:00:00,《绝区零》2.2版本「不要温和地走入那良夜」前瞻特别节目预告,https://zzz.mihoyo.com/news/158861
2025-08-18 12:00:00,「拼出澄辉夏日！」活动说明,https://zzz.mihoyo.com/news/158687
2025-08-14 12:00:00,生日快乐露西丨食材不基础，器皿也不基础,https://zzz.mihoyo.com/news/158608
2025-08-11 12:00:00,「乔乔的太空探秘」活动说明,https://zzz.mihoyo.com/news/158510
2025-08-10 12:00:00,生日快乐珂蕾妲丨大人的样子,https://zzz.mihoyo.com/news/158503
2025-08-05 12:15:00,「幽灵船大冒险」活动说明,https://zzz.mihoyo.com/news/158485
2025-08-05 12:00:00,《绝区零》爱丽丝角色PV | 淑女的信条,https://zzz.mihoyo.com/news/158491
2025-08-04 18:00:00,「『嗯呢』从天降」活动说明,https://zzz.mihoyo.com/news/158483
2025-08-04 12:15:00,警惕对称陷阱！,https://zzz.mihoyo.com/news/158470
2025-08-04 12:00:00,2.1版本限时频段（下期）,https://zzz.mihoyo.com/news/158466
2025-08-02 18:00:00,代理人机制介绍：爱丽丝篇,https://zzz.mihoyo.com/news/158060
2025-08-02 12:00:00,《绝区零》爱丽丝角色展示 | 剑与华尔兹,https://zzz.mihoyo.com/news/158276
2025-08-01 12:00:00,《绝区零》2025年8月月历壁纸,https://zzz.mihoyo.com/news/158058
2025-07-31 12:00:00,「先遣赏金-定期清剿」活动说明,https://zzz.mihoyo.com/news/158043
2025-07-30 12:00:00,生日快乐猫又丨绰绰有鱼,https://zzz.mihoyo.com/news/158025
2025-07-27 12:00:00,「『嗯呢』棋闻录」活动介绍,https://zzz.mihoyo.com/news/157985
2025-07-26 18:00:00,New Eridan Vol.03 I 冲！冲！冲向海边！,https://zzz.mihoyo.com/news/157975
2025-07-26 12:00:00,代理人档案 | 奥菲丝·马格努森 &「鬼火」,https://zzz.mihoyo.com/news/157915
2025-07-25 18:00:00,「『嗯呢』棋闻录」活动说明,https://zzz.mihoyo.com/news/157923
2025-07-25 12:00:00,代理人档案 | 「席德」,https://zzz.mihoyo.com/news/157926
2025-07-22 12:15:00,周边展示丨《绝区零》GSC粘土人手办 浅羽悠真,https://zzz.mihoyo.com/news/157788
2025-07-22 12:00:00,《绝区零》过场动画 | 夏日永不完结,https://zzz.mihoyo.com/news/157795
2025-07-21 13:00:00,《绝区零》「丽都漫步」系列表情包第六弹,https://zzz.mihoyo.com/news/157777
2025-07-21 12:00:00,「最靓鱼档传说」活动说明,https://zzz.mihoyo.com/news/157775
2025-07-20 13:00:00,《绝区零》2.1版本角色头像,https://zzz.mihoyo.com/news/157763
2025-07-20 12:00:00,秽息妖鬼·名可名——强敌侦察档案,https://zzz.mihoyo.com/news/157762
2025-07-19 12:00:00,生日快乐悠真丨开工没有回头见,https://zzz.mihoyo.com/news/157768
2025-07-17 18:00:00,邦布们的说明书丨艾丝弥小姐,https://zzz.mihoyo.com/news/157727
2025-07-17 12:00:00,《绝区零》夏日活动「仲夏游梦绮谭」现已开启！,https://zzz.mihoyo.com/news/157723
2025-07-16 12:00:00,迟吟的浪涌——2.1版本活动一览,https://zzz.mihoyo.com/news/157705
2025-07-16 06:00:00,2.1版本「迟吟的浪涌」更新说明,https://zzz.mihoyo.com/news/157699
2025-07-15 18:30:00,《绝区零》浮波柚叶EP《乐园梦游计》现已上架音乐平台,https://zzz.mihoyo.com/news/157693
2025-07-15 18:00:00,2.1版本「商城」上新说明,https://zzz.mihoyo.com/news/157692
2025-07-15 12:45:00,「卓越搭档」上新说明,https://zzz.mihoyo.com/news/157688
2025-07-15 12:30:00,2.1版本限时频段（上期）,https://zzz.mihoyo.com/news/157680
2025-07-15 12:15:00,丽都修葺漫谈vol5：系统迭代篇,https://zzz.mihoyo.com/news/157678
2025-07-15 12:00:00,《绝区零》浮波柚叶EP | 乐园梦游计,https://zzz.mihoyo.com/news/157684
2025-07-14 18:15:00,「全新放送」活动说明,https://zzz.mihoyo.com/news/157673
2025-07-14 18:00:00,「仲夏游梦绮谭」活动说明,https://zzz.mihoyo.com/news/157672
2025-07-14 12:30:00,邦巢惊魂,https://zzz.mihoyo.com/news/157664
2025-07-14 12:15:00,「仲夏游梦绮谭」活动介绍,https://zzz.mihoyo.com/news/157661
2025-07-14 12:05:00,新剧情：主线第二季第二章「迟吟的浪涌」,https://zzz.mihoyo.com/news/157659
2025-07-14 12:00:00,2.1版本「迟吟的浪涌」预下载开启&更新通知,https://zzz.mihoyo.com/news/157658
2025-07-13 18:00:00,专业挑战室 | 《绝区零》战斗设计幕后 第一期,https://zzz.mihoyo.com/news/157598
2025-07-12 18:00:00,代理人机制介绍：浮波柚叶篇,https://zzz.mihoyo.com/news/157589
2025-07-12 12:00:00,《绝区零》浮波柚叶角色展示 | 鬼使狸差,https://zzz.mihoyo.com/news/157590
2025-07-10 12:15:00,周边展示丨《绝区零》POP UP PARADE SP珂蕾妲&格莉丝,https://zzz.mihoyo.com/news/157561
2025-07-06 12:00:00,新品情报丨酷酷邦布盲盒首发 周边限时优惠,https://zzz.mihoyo.com/news/157505
2025-07-05 12:45:00,新品情报丨Bangboo Standee系列 酷酷邦布手办盲盒第一弹,https://zzz.mihoyo.com/news/157501
2025-07-05 12:30:00,新品情报丨POP UP PARADE SP珂蕾妲&格莉丝 手办,https://zzz.mihoyo.com/news/157502
2025-07-05 12:15:00,新品情报丨GSC粘土人手办 浅羽悠真,https://zzz.mihoyo.com/news/157500
2025-07-05 12:00:00,新品情报 | 阵营系列 维多利亚家政 艾莲·乔 1/7手办,https://zzz.mihoyo.com/news/157499
2025-07-04 20:35:00,《绝区零》2.1版本「迟吟的浪涌」前瞻特别节目,https://zzz.mihoyo.com/news/157495
2025-07-04 20:30:00,致绳匠的答谢信,https://zzz.mihoyo.com/news/157497
2025-07-04 20:30:00,《绝区零》1周年特别纪念GMV,https://zzz.mihoyo.com/news/157496
2025-07-04 20:25:00,《绝区零》2.1版本「迟吟的浪涌」前瞻特别节目丨情报总览,https://zzz.mihoyo.com/news/157498
2025-07-04 20:25:00,《绝区零》2.1版本PV | 迟吟的浪涌,https://zzz.mihoyo.com/news/157493
2025-07-04 12:00:00,「『141』 电池艺术」活动说明,https://zzz.mihoyo.com/news/157481
2025-07-02 14:00:00,芬达｜绝区零联动KV：欢迎加入芬达多巴胺特派团,https://zzz.mihoyo.com/news/157445
2025-07-02 14:00:00,芬达 | 绝区零联动PV：多巴胺，即刻行动！,https://zzz.mihoyo.com/news/157439
2025-07-02 12:45:00,「实战特训-三倍悬赏」活动说明,https://zzz.mihoyo.com/news/157438
2025-07-02 12:00:00,《绝区零》2.1版本「迟吟的浪涌」前瞻特别节目预告,https://zzz.mihoyo.com/news/157440
2025-07-01 12:15:00,「生日贺礼」更新说明,https://zzz.mihoyo.com/news/157431
2025-07-01 12:00:00,《绝区零》2025年7月月历壁纸,https://zzz.mihoyo.com/news/157422
2025-06-26 12:15:00,「美味大作战」活动说明,https://zzz.mihoyo.com/news/157339
2025-06-26 12:00:00,云岿开课之百兽讲堂,https://zzz.mihoyo.com/news/157340
2025-06-24 12:15:00,「虎啸有风生」活动说明,https://zzz.mihoyo.com/news/157311
2025-06-24 12:00:00,新剧情：代理人秘闻「《猛虎伏魔传！》」,https://zzz.mihoyo.com/news/157310
2025-06-23 18:30:00,《绝区零》橘福福EP《食通万物 修心修身》现已上架音乐平台,https://zzz.mihoyo.com/news/157304
2025-06-23 12:15:00,2.0版本限时频段（下期）,https://zzz.mihoyo.com/news/157225
2025-06-23 12:00:00,《绝区零》橘福福EP | 食通万物 修心修身,https://zzz.mihoyo.com/news/157288
2025-06-22 12:00:00,代理人机制介绍：橘福福篇,https://zzz.mihoyo.com/news/157223
2025-06-21 18:00:00,【Fairy的生物观察记录】云岿山的一天,https://zzz.mihoyo.com/news/157221
2025-06-20 12:00:00,《绝区零》橘福福角色展示 | 绝世豪虎,https://zzz.mihoyo.com/news/157210
2025-06-19 12:30:00,生日快乐波可娜丨尾巴可不是用来…,https://zzz.mihoyo.com/news/157171
2025-06-19 12:00:00,生日快乐雅丨于初夏成霜,https://zzz.mihoyo.com/news/157164
2025-06-16 12:00:00,「特别清剿-三倍赏金」活动说明,https://zzz.mihoyo.com/news/157023
2025-06-12 12:00:00,《绝区零》2.0版本角色头像,https://zzz.mihoyo.com/news/156914
2025-06-11 12:15:00,「全息强袭战域」活动说明,https://zzz.mihoyo.com/news/156905
2025-06-11 12:00:00,邦布们的说明书丨狮耶,https://zzz.mihoyo.com/news/156907
2025-06-10 12:00:00,《绝区零》过场动画 | 玄鸟归巢之时,https://zzz.mihoyo.com/news/156897
2025-06-09 10:00:00,代理人档案 | 爱丽丝·泰姆菲尔德,https://zzz.mihoyo.com/news/156817
2025-06-08 18:15:00,《云·绝区零》PC端6月6日上线，秒启原画体验！,https://zzz.mihoyo.com/news/156815
2025-06-08 18:00:00,代理人档案 | 浮波柚叶,https://zzz.mihoyo.com/news/156816
2025-06-08 12:30:00,New Eridan Vol.02 I 云岿山门人，前来拜见！,https://zzz.mihoyo.com/news/156800
2025-06-08 12:00:00,《绝区零》过场动画 | 济世之士,https://zzz.mihoyo.com/news/156811
2025-06-07 18:00:00,THE NEW'S Vol.011 行匀澄辉坪,https://zzz.mihoyo.com/news/156801
2025-06-07 12:30:00,「缘于引力的邂逅」活动说明,https://zzz.mihoyo.com/news/156793
2025-06-07 12:15:00,符力放送,https://zzz.mihoyo.com/news/156799
2025-06-07 12:00:00,《绝区零》「丽都漫步」系列表情包第五弹,https://zzz.mihoyo.com/news/156796
2025-06-06 12:05:00,「集结委托：回归丽都」2.0版本网页活动现已上线！,https://zzz.mihoyo.com/news/156770
2025-06-06 11:00:00,云霞同归处——2.0版本活动一览,https://zzz.mihoyo.com/news/156760
2025-06-06 10:00:00,2.0云游戏PC端正式上线公告,https://zzz.mihoyo.com/news/156764
2025-06-06 07:00:00,2.0版本「云霞同归处」更新说明,https://zzz.mihoyo.com/news/156759
2025-06-05 18:30:00,「卓越搭档」上新说明,https://zzz.mihoyo.com/news/156715
2025-06-05 18:15:00,「『钢魂：黄金之绊』」活动说明,https://zzz.mihoyo.com/news/156716
2025-06-05 18:00:00,「金绳奖年度盛典」活动说明,https://zzz.mihoyo.com/news/156717
2025-06-05 13:00:00,新歌活动丨仪玄EP《不及》H5活动现已开启,https://zzz.mihoyo.com/news/156734
2025-06-05 12:30:00,丽都修葺漫谈Vol.4：系统迭代篇,https://zzz.mihoyo.com/news/156705
2025-06-05 12:00:00,《绝区零》仪玄角色PV | 今日卦象：宜下山,https://zzz.mihoyo.com/news/156723
2025-06-03 19:00:00,2.0版本「商城」上新说明,https://zzz.mihoyo.com/news/156696
2025-06-03 14:00:00,2.0版本「云霞同归处」预下载开启&更新通知,https://zzz.mihoyo.com/news/156689
2025-06-03 12:30:00,周边展示丨《绝区零》猫猫拾光系列毛绒挂件,https://zzz.mihoyo.com/news/156687
2025-06-03 12:15:00,云岿山丨云岿山修炼手册,https://zzz.mihoyo.com/news/156684
